scenario,module,total_runs,success,success_rate,avg_mttd,mttd_samples,avg_mtta,mtta_samples
escape,category2_security.container_escape_attempt,8,5,5/8,0.2,"0.4, 0.0, 0.1, 0.2, 0.3",,—
