scenario,module,total_runs,success,success_rate,avg_mttd,mttd_samples,avg_mtta,mtta_samples
escape,category2_security.container_escape_attempt,9,5,5/9,0.9,"0.9, 0.9, 0.9, 0.9, 0.8",,—
