scenario,module,total_runs,success,success_rate,avg_mttd,mttd_samples,avg_mtta,mtta_samples
escape,category2_security.container_escape_attempt,10,5,5/10,0.3,"0.1, 0.2, 0.7, 0.1, 0.3",,—
